question1,question2,is_duplicate
이제 나도 날 좋아해주는 사람을 만나고 싶어.,이젠 다시 사랑 못할 것 같아.,0
난방이 안돼나 추워,난방이 안돼,1
여자친구가 바쁜걸 이해못해,여자친구가 바쁜걸 이해못해,1
너 이러면 미워한다,미워,1
썸 타긴 하는데 어색한 사이야. 톡 어떻게 계속 이어가?,어색하게 썸타는데 카톡 어떻게 계속 이어가?,1
몸이 영 찌뿌둥해,몸이 찌뿌둥해,1
결국 제가 병신인거죠.,결국 헤어졌네,0
잘 할 수 있을지 걱정 돼,잘 할 수 있을까?,1
예비 시어머니가 이상해,시어머니될 사람이 진짜 이상해,1
선생님이 나만 미워해,선생님이 나한테 왜 그럴까?,1
내가 좋아하는 걸 티냈는데 못 알아챘을까?,내가 좋아하는 걸 티냈는데 못 알아챘을까?,1
이상적인 관계는 뭘까?,이상적인 관계는 뭘까?,1
대우를 안해줘,대우가 별로야,1
풋풋한 사랑 하고 싶어.,풋풋한 사랑 하고 싶어.,1
본인을 좋아하는게 확실한 여자와 친구가 될 수 있어?,나 좋다는 여자와 친구하자고 해도 되나?,1
으악 소리 지르고 싶다,소리지르고 싶어,1
고백하고 어색해지면 어떡하지?,고백했다 차이면 어쩌지?,1
학교 다닐 때 공부 좀 할걸,어렸을때 공부할껄,1
행복할까?,행복하니?,1
남자친구가 술먹으면 개가 돼,남친이 녀석 술먹으면 개가 돼,1
이제 보내 주려 합니다,7년반 연애 끝났습니다.,0
여자인데 먼저 대쉬해도 됨?,여자인데 먼저 대쉬해도 됨?,1
아직도 공부할 게 많아,또 공부해야돼,1
물 많이 마셔야 돼,물 자주 마셔야지,1
드디어 개강이다,개강이다,1
보고싶다는 생각이 너무 간절하네,보고 싶은데,1
다른 거 해볼까,나 다른 거 해볼까,1
2달반이라는 시간동안 많이 괜찮아졌어,2주동안 참을만 했는데,0
내가 너무 쉽게 보였나?,내가 쉬워보이나?,1
소개팅 하고싶다,소개팅도 안 들어와,1
카톡 뭐라 보낼까?,처음에 카톡 뭐라 보내지,1
긴연애의 끝인가,꼭 잡고 싶습니다,0
덤덤,아무 것도 도움이 안된다,0
바다 보러 가자고 말해야겠다.,바다 보러 가자고 해볼까,1
고백했는데 답장이 없어.,내가 먼저 고백했는데 아직 답이 없어,1
휴대폰이 넘 느려,핸드폰이 느려터졌어,1
원서 낸거 1지망에서 떨어졌어,1지망 학교 떨어졌어,1
일 하면서 알게 된 사람한테 연락해도 될까?,일 하면서 알게 된 사람한테 연락해도 될까?,1
짝남한테 혼자 화나고.,짝남한테 혼자 화나고.,1
숙제가 쌓여가,숙제 산더미,1
내가 좋아하는 사람과 나를 좋아해주는 사람,내가 좋아하는 사람과 나를 좋아해주는 사람,1
더워서 죽을 듯한 날씨야,더워 미치겠다,1
이대로 이별이겠죠?,이런 가사 보내는 이유가 뭘까?,0
남자친구와 동거 해도되는걸까?,남자친구한테 아무리 말해도 자기 말만해,0
썸남이 넘 좋아서 절제가 안돼.,썸남이 넘 좋아.,1
잘 헤어졌는데 너무힘들어,잘지내고 있는지 궁금해지네,0
완전 좌절이다.,좌절 중이야,1
상 받고 싶어,상 받으면 좋겠지?,1
못하는거 투성이야,못하는게 너무 많아,1
요즘 눈에 띄는 남자애,요즘 눈에 띄는 남자애가 있는데,1
짝남한테도 철벽이게 돼 왜그럴까.,짝남한테도 철벽이게 돼 왜그럴까.,1
내 사랑이 있을까?,내가 동성을 좋아하는 것 같아.,0
사랑이 뭘까 궁금해,사랑이 뭘까?,1
이성의 학교선배와 단둘이 식사한다면 어떻게 해?,이제 내 짝남 못봐. 군대 가거든.,0
이별후,이별후 8개월이란 시간이 흐르고,0
판도라의 상자를 연 기분,판도라의 상자를 연 거 같아,1
여자친구가 갑자기 이유없이 화내,여자친구가 갑자기 이유없이 화내,1
친구 같은 너,친구인듯 친구아닌 친구 같은 너,1
원래 장난 잘 치는 성격인데 짝남 앞에서 넘 떨려서 노잼 돼.,원래랑 다르게 짝남 앞에서 넘 떨려서 노잼 돼.,1
결혼은 하고 싶은데 며느리는 되기 싫어,결혼이야기를 꺼내고 싶은데 어느 분위기에 꺼내는게 좋을까?,0
오늘 화장 떴어,오늘 화장이 안 먹어,1
드디어 천일,오늘이 천일이네,1
예쁜데 연애 안하는 여자,예쁜데 연애 안하는 여자,1
연애2년차.헤어졌습니다.,영원한 사랑은 없는걸까,0
근황이 궁금해,요즘 어떻게 지내는지 궁금해,1
6개월간의 짧은 사랑.,6년 4개월동안의 연애. 그 후 이별 뭘해야할까,0
궁금해 알려줘,궁금해,1
다시 만나서 사랑할 수 있을까?,더 사랑해줘,0
나한테만 잘해주는 걸까?,나한테만 잘해주는 걸까?,1
헤어진지 3개월째,헤어진지 3주.오늘 그 친구 생일,0
이렇게 못 알아 듣니,말을 왜 이렇게 못 알아 듣니,1
수수한 여자가 좋아,이별 너무 힘드네ㅠ,0
여름에는 냉면만한게 없는 듯,여름에는 냉면이지,1
습관이 안 고쳐져,습관 못 고치겠어,1
머리따로 마음따로 몸따로,머리는 아는데 가슴은 모르네,1
그 사람이 날 좋아하는 이유가 뭘까.,그녀는 나를 어떻게 생각할까?,0
썸남이 연애가 다 짧은게 맘에 걸려.,썸남 보고 싶다.,0
오늘은 학교 가고 싶지 않아,학교 가기 싫다,1
감기가 걸릴 거 같아,감기가 오려나,1
남자친구가 기념일을 잘 잊어.,남자친구가 기념일을 못 챙겨.,1
집착을 줄이고싶어.,집착을 줄이고싶어.,1
남편이 짜증나게해,남편이 미워,1
사랑하는 사람이랑 살고싶어,나도 사랑하는 사람이랑 살고 싶어,1
남자친구가 친구들이랑 여행을 가는데 여자도 있으면 어떡해?,남자친구가 여사친 남사친들이랑 여행을 간데,1
내일 기대하게 되네,내일이 기대돼,1
얼굴 작은 거 부러워,얼굴 엄청 작은 거 부러워,1
헷갈리는데 유지하는 게 좋을까,헷갈리는데 어떻게 하는게 좋을까,1
좋아하는 사람 앞에서 실례를 했어.,좋아하는 사람 앞에서 실례를 했어.,1
싫어졌다가 좋아지는 경우도 있나요?,싫어졌다가 좋아지는 경우도 있나요?,1
야이 겁나게 미운 여자야!!,어느덧 이별 5주차,0
우리 학과 어떤 애 쫌 훈훈하다,우리 과에 좋아하는 애 있어,1
공책 필기 나만 힘들어?,공책 필기 나만 힘들어?,1
드디어 해외 여행 간다,처음 해외여행가!,1
정말 복합적으로 힘드네,정말 아직 너무 사랑합니다 잡고 싶습니다,0
썸 타고 싶어,썸 타고 싶다. 연애 말고.,1
운세 종합해 보니 헤어질 때였네,웃는척 친구인척,0
헬스장에서 인사하는 사람 맘에 드는데 번호 달라고 할까?,헬스장에서 인사하는 사람 맘에 드는데 번호 달라고 할까?,1
어제 헤어졌습니다,어제는 그녀의 결혼식.,0
사랑의 힘은 진짜 위대한듯,사랑은 진짜 위대한듯,1
냄새날 것 같아 걱정이야,냄새나면 어쩌지,1
착각,찬사람 차인사람,0
오늘 하루도 잘들 지내셨나,오늘도 계속 생각나네,0
1년 반.,1년만에 꿈에 나와서 설레게 하네,0
고백하고 후회하면 어떡하지,얘는 싸우기만 하면 연락이 안돼,0
드디어 그 순간이 거의 다가왔습니다.,드디어 제가 손을 놓았어.,0
어떨때 사랑하는구나 알아?,어떨때 사랑하는구나 알아?,1
돈 빌려줬는데 연락 두절,돈 빌려줬는데 잠수탔어,1
전 왜 이렇게 안똑똑할까요?,전남친 여친 생겼네,0
수박 맛있어.,수박 먹어야지,1
스드메 계약했어,스드메 한꺼번에 계약했어,1
6년그리고남은 것들,7년 내남자,0
나랑 썸 타는 줄 알았는데 내 동기랑 사귐.,나랑 썸 타던 여자애가 내 친구랑 사귄대,1
한 번 사는 인생인데,내 인생의 주인공은 나야,1
놀리기 쉬운 대상인가봐,나 놀려먹기 쉬운가?,1
또 고백해볼까?,그냥 고백해볼까?,1
헤어진지 1달 정도 되었습니다,헤어진지 2달 다되어가는데,0
쭉쭉 나가야 하는데,뒤돌아 보지 말고 나가야 하는데,1
조카 선물 고르기 어렵네,조카 선물 뭐 사주지,1
너무 좋아서 절제가 안돼.,좋아서 절제가 안돼.,1
짝남한테 감정 소모 안하고 싶다.,짝남한테 감정 소모 안하고 싶다.,1
공부 왜 해야 돼?,공부하는 이유?,1
사귀면 좋을까,사귈까,1
혼자가 좋다는 짝녀에게 들이댔음.,혼자가 편하다는 짝남에게 먼저 대쉬해버림.,1
내 의지로 안되는 일인가봐,내 의지는 상관없나봐,1
철이 너무 일찍 들었어,너무 빨리 철 들었어,1
참 앞 뒤 모르고 제3자라고 지껄이는.,참고 있어.,0
내가 좋아하는 거 알았는데도 나를 대하는게 변함이 없어.,내가 좋아하는 거 알면서 똑같이 대해,1
첫사랑 생각만해도 아련해,첫사랑 생각나,1
커뮤니티 하는 썸녀 어때?,커뮤니티 하는 썸녀 어때?,1
짝녀한테 고백했는데 잘 됐으면.,짝녀한테 고백했는데 잘 됐으면.,1
좀 웃어주지,좋은 사람 많아,0
안경테 바꿔야되는데,안경테 뭐로 바꿀까,1
원래 남자친구 집에 놀러가면 청소해주나?,위로노래,0
하늘 날 수 있는 차 생겼으면,하늘 나는 자동차 생겼으면,1
남자친구가 sns에 나 안 올려.,남자친구가 플필에 내 사진 안 올려.,1
꽃다발 말리면 에쁘겠지.,꽃다발 말려봐야지,1
썸도 문화차이가 있나,흑기사 해주는 짝남.,0
진짜 사랑해서 아픈 느낌.,진짜 이해가 안가 근데 잊을려고,0
사람은 역시 기억하고싶은것만 기억하나봐,사랑 참 별거없네.,0
배 터지겠다.,배불러,1
유학간다네,음악 들으면서 잊으려고,0
머리했다.,먼저 이별통보해도 후폭풍이 오나?,0
남자친구 조건 때문에 헤어졌어.,남친과 헤어진지 12일째.,0
연락하고 싶은 충동,연락했는데 실수한거 같네,0
대학 간다고 달라질까,대학 가면 좋겠지,1
어제 술마시고 나서 기억 안나,술 먹고 필름 끊겼어,1
카드값 너무 많이 나왔어.,카드값 갚느라 허리가 휘어,1
요즘따라 아침이 너무 힘드네,우리 사랑은 가벼웠던 거겠죠.,0
무슨 매주 결혼식이야,결혼식이 너무 많아,1
목 마르다.,목 말라,1
만나는 사람마다 유형이 비슷해,내가 만나는 사람은 유형이 비슷해,1
밤인데 전화해도 되나,늦은 시간에 전화해도 되나,1
한쪽만 호감이면 짝사랑인거지,한쪽만 호감이면 슬프지?,0
썸 타는 여자애한테 벚꽃 보러 가자고 해도 돼?,흑기사 해주는 짝남.,0
짝남이 날 좋아하게 할 방법이 있을까?,짝남이 날 좋아하게 할 방법이 있을까?,1
이별할 때 지켜야할 매너,이별했습니다,0
남자친구 오늘 따라 훈훈해 보인다,남자친구가 너무 잘생겼어,1
메리지블루인가봐,메리지블루인것 같아,1
인테리어 혼자 해볼까,셀프인테리어 해볼까,1
헤어진 여자심리,헤어진 여자친구에 진료예약 문자가 저에게오네.,0
남친과 살아온 환경이 너무 달라,남친과 내가 환경이 너무 달라,1
매달린후 2주째 발신자제한,매순간 넘 보고 싶어,0
대학원 가는게 좋을 것 같아,대학원 가고 싶어,1
정말 아프고 힘드네,정말 이번엔 끝인거겠죠,0
이런 얼굴 좋아하는 사람이 있을까요?,이런 얼굴 좋아하는 사람이 있을까요?,1
롱디인데 연락이 자주 안돼.,롱디라서 연락이 자주 안돼.,1
내 생각을 하고는 있을까?,내 자신을 사랑하라.,0
한달하고 2주가 지났는데 아직도.,한번의 기회쯤 있겠지 라고 생각했던 내생각이 어리석었습니다,0
말하고 후회할까봐 걱정돼,말하고 후회하면 어떡해,1
연애 안 한지 너무 오래 됐어,너무 오래 연애 안했어,1
한사람어게추억이된다는것,한숨만 나오네.,0
썸 타는 기간,썸 타는 계절이 왔나 봄.,1
발표 준비 너무 힘들어,발표 준비하느라 힘들어,1
뭔 날이여?,오늘 무슨 날인가,1
그는 조금이라도 내 생각을 할까?,조금이라도 내 생각을 할까?,1
남자친구가 나를 더 좋아하게 할 수 있는 방법,남자친구가 나를 더 좋아하게 만드는 방법,1
짝남 보내주는 편지야.,짝남 때문에 우울해.,0
변기 막혔는데 아무 생각이 안 난다.,변기 막혔어,1
저한테만 장난치는 남자애가 나 좋아하나?,저한테만 장난치는 남자애가 있는데 좋아하는 걸까요?,1
첫눈 오는날 만나고 싶다,첫눈이 올때 같이 있고 싶다,1
잠 안 온다고 했더니 자장가 불러줬어,자장가 불러줬어,1
앞으로 짝남 안봐야지.,화장 안했는데 썸남이 영통 걸었어. 어떡해?,0
왜 때문에 나만 시키냐고,왜 나만 시키지,1
사랑 힘들다,사랑하는게 좋기도 하지만 힘들기도 해,1
살면서 남편이 더 좋아져,살면서 남편이 더 좋아져,1
머리스타일 어떻게 바꾸지,머리 어떻게 할까?,1
내가 진짜 즐길 수 있을게 뭘까,진정으로 즐거운 게 뭘까?,1
오락가락하네,오면 안돼? 예전처럼,0
일에 적응하면 좀 더 잘 할 수 있을까 ,회사 적응할 수 있겠지?,1
참아야 하나,참는 게 나을까,1
썸타고 있는데 소개팅 나가도 될까요?,썸타고 있는데 소개팅 나가도 될까요?,1
남자친구 오늘 좀 질린다.,남자친구한테 질린 거 같아,1
첫사랑도 내가 보고 싶을까?,첫사랑도 내 생각할까?,1
짝녀가 좋아하는 사람 있거나 남친 있으면 포기하는 이유가 뭐임?,짝녀가 좋아하는 사람 있거나 남친 있으면 포기하는 이유가 뭐임?,1
이제 헤어진지 1주일됐어,이제는 먼저 놓아줄까 합니다,0
벌써 15일이나,벌써 헤어진지 2년 5개월 이제야 너를 놓네,0
친구랑 썸남이 연락했나봐,친구가 내 썸남이랑 연락해,1
과식했다,너무 많이 먹었어,1
오랫동안 연애 안한 사람이랑 사귀는 거 괜찮아?,오랫동안 연애 안한 사람이랑 사귀는 거 괜찮아?,1
여자친구가 작은 일까지 다 기억해,여자친구가 너무 다 기억해,1
너 누구니?,너 뭐하는 애야,1
이별한지 11일째 아직은 힘드네,이별한지 3개월,0
어떻게 용기를 내,용기를 내야 되는데,1
각자 집에 인사드리러 가,갑자기 선을 긋는 사람,0
아무도 없어,혼자가 편해,1
연애도 좋지만 내 시간도 중요한 나 정상일까?,연애보다 내 시간이 더 소중해,1
집앞에서 첫사랑 만남,집앞에서 첫사랑 만남,1
축제 준비하느라 바빠,학교 축제 준비하느라 바빠,1
능력치 제로,능력이 없는 거 같아,1
친구 사이로도 못 지낼 것 같아.,친구 사이로도 못 지낼 것 같아.,1
카톡 대화를 왜 삭제하지,카톡 대화를 삭제하는게 수상해,1
3개월만에 연락이 왔어,3개월전에 헤어진 전남친이 문자했어,1
제자리 지키기.,조금만 사랑할걸,0
너 미워,너 때문이야,1
헤어진지 11개월 째인데 연락이 안돼,헤어진지 1년이 넘었네.,0
턱시도 잘 어울림!,턱시도 잘 어울림!,1
업무 스트레스 넘 심해,넘 많이 먹었다.,0
짝녀한테 카페 가서 같이 공부하자고 해볼까?,짝녀한테 카페 가서 같이 공부하자고 해볼까?,1
돈이 없으면 연애를 하지않는게 맞는걸까.,돈이 없으면 연애를 하지않는게 맞는걸까.,1
양심이 콕콕,양심에 찔려,1
좋아하는 애가 연예인에 관심이 많은데 나는 관심이 없는데 무슨 얘기하지?,좋아하는 애가 연예인에 관심이 많은데 나는 관심이 없는데 무슨 얘기하지?,1
이별한지 20일째,이별한지 3일째네,0
좋아하는 남자가 여친이랑 헤어질 때까지 기다렸다가 고백하는거 가능한 사람이 있을까요?,좋아하는 남자애가 여친 생기면 울 줄 알았는데 덤덤해.,0
나만 왜 이렇게 사랑이 힘들까,나이 차이 많이 나는 여자 어때?,0
시어머니가 나만 미워하는 것 같아,시어머니가 차별해,1
날 좋아하는 여자애가 갑자기 뜸하네,날 좋아하던 남자애가 고백이 없는데 맘 접은걸까?,1
남친이 사랑하다는 말을 엄청 자주 해요,사랑 앵무  키우고 싶어,0
짝녀는 짝녀일 뿐이건가.,짝녀는 짝녀일 뿐이건가.,1
한달이 넘었네,한달 지났네,1
이 길이 나에게 맞는걸까,이 길이 맞을까?,1
놀아줘 놀아줘,나랑 놀아줘,1
어떻게 오래만나지?,오래 만나고 싶은데 비결은?,1
자취한다는데 뭘 챙겨줄까?,자취한다는데 뭘 챙겨줄까?,1
사랑을 표현해줬으면 좋겠어,좋다고 표현해줬으면 좋겠어,1
일일 만보 걷기,하루에 만보 걷기,1
남친 투정이 심해,남자친구 요즘 투정이 너무 심해,1
오토바이 있었으면 좋겠다,오토바이 사고 싶어,1
파혼위기,평온한거 같은데 행복하지가 않네,0
수상한 느낌이 든다,뭔가 수상한데?,1
새벽되니까 감성적으로 되네,새벽 감성,1
요구하거나 제안했을 때 뭐라고 리액션해야할지 모르겠어,요구하거나 제안했을 때 뭐라고 리액션해야할지 모르겠어,1
결혼하는데 돈 얼마나 들까,결혼준비하는데 돈 얼마나 드나,1
날씨가 북극같아,날씨가 너무 추워,1
나랑 썸타는 애가 영화보재.,썸타는 애랑 드디거 영화보러 가기로 함.,1
짝남은 나한테 관심이 없는 것 같애.,짝남은 나한테 관심이 없는 것 같애.,1
노래 가사가 참ㅠ 슬퍼,노래를 듣다가 눈물 나,1
이별극복후 새로운 설렘,이별밖에 방법이 없을까?,0
좋아하는 남자 표정이 너무 차가워서 다가가기 어려워.,좋아하는 남자애가 바람둥이 같은데 계속 좋아하면 안되겠죠?,0
벚꽃구경 가고싶다.,꽃놀이 가고 싶어,1
짝남이 운동선수인데 연락하면 귀찮아할까?,짝남이 운동선수인데 연락하면 귀찮아할까?,1
웨딩드레스를 입은 너를 보고,웨딩드레스를 입은 너를 보고,1
짝녀 보란듯이 잊고 싶어요.,짝녀 보란듯이 잊고 싶어요.,1
세뱃돈 받았어 호호,세뱃돈 받음,1
9년간의 연애.,SNS 흔적,0
그는 나를 어떻게 생각할까?,나에 대해서 어떻게 생각할까?,1
생각한 데로 안돼서 고민이다.,뜻밖의 고민을 하고 있어,1
사랑에도 유효기간이 있다는데,사랑에도 유효기간 있나요,1
2년간 연애 끝에 헤어집니다,2년만에 연락을 했습니다.,0
랜선 연애 중,랜선 연애로 이야기 시작,1
직장에서 따돌림 당함,직장에서 왕따 당하고 있어,1
생생한 꿈,서로의 조각,0
급 내 짝남 생각나는 일화가.,갑자기 짝남 생각나는 일화가.,1
지가 피해자래,어디서 피해자 코스프레임?,1
빵 한 개만 먹어야지,빵 먹어야지,1
소화제 먹어야겠다,소화제 먹어야 겠다,1
나 그동안 뭐한거니,뻘짓 한 느낌 싫다,1
좋아하는 애가 좀 노는 애인데 좋아해도 돼?,좋아하는 애가 좀 노는 애인데 좋아해도 돼?,1
너무 쿨한 남자친구가 고민이야.,남친이 너무 쿨해,1
정수리 냄새,정수리 냄새 난 거 아니야?,1
잠이 안와,장거리연애였는데,0
벌써 가족 같아,벌써 가족 같아,1
이기적인 사람을 좋아하는 거,이기적인 사람을 좋아하는 거,1
남자친구가 질투하는 거 귀여워,남자친구가 질투하는 거 귀여워,1
여자친구가 연애하는데 가끔씩 막말을 해.,여자친구가 가끔씩 막말을 해.,1
젊게 살고 싶다.,젊어지고 싶어,1
자꾸 바보짓을 하고 있네,자꾸 이상한 생각이 드네,0
이별후 첫 생일이네,이별후에도 나를 괴롭히는 그의 말들,0
남자친구가 너무 좋아,남자친구 많이 사랑해,1
여자친구 스타일이 마음에 안들어.,여자친구 스타일 바꿔 주고 싶어.,1
답프로포즈 해볼까?,데이트비용이 너무 많이 나와,0
아무 것도 하기 싫어,하고 싶은 게 없어,1
일본어 어렵네,한국어가 어렵네,0
연금 받을 수 있을까,연금 믿어도 될까,1
나라사랑카드 뭔가요? ,나를 먼저 사랑해라 영어루,0
제가 이상한 건가요?,제발 그만 좀 나와주라.,0
이별을 준비중.,이별의 고통 중에 가장 큰 건 기다림인거 같아,0
남자친구가 다른 여자들에게 인기가 많아.,남자친구가 여자들한테 인기가 너무 많아.,1
주름도 멋진 사람,주름도 멋져,1
나도 좀 살게 연락 좀 하지마,나를 사랑한 그사람에게 해줄수있는것,0
어제 새벽에 이별했어.,어제 이별을 했습니다,1
심심해요,심심하다,1
수염 미는 게 낫겠지,수염 자르는 게 낫겠지,1
여자친구와 여행가고싶은데 부모님이 보수적이야.,여자친구와 여행가고 싶은데 부모님이 보수적이야.,1
어장관리 당한 걸 알게 됐어.,어장관리 당한 걸 알게 됐어.,1
"내가 더 사랑한다고 느껴져서 외로워요""",마누라를 너무 사랑합니다,0
못된 사람,무너진 밤 ,0
나 무시하는 사람 짜증나,나 무시하는 사람 어떻게 해?,1
마지막 선물.,마지막 카톡을 보냈어,0
남자친구가 사랑스럽게 쳐다봄!,남자친구가 오늘 너무 사랑스럽게 쳐다봄!,1
재미있는 드라마 끝났어,드라마 볼 게 없어,1
짝녀가 고시생인데 언제까지 기다려야 할까요.,짝녀가 고시생인데 언제까지 기다려야 할까요.,1
막 말하는 거 고치고 싶어,나 함부로 말하는 거 고치고 싶어,1
나는 아직 고백 전인데 소문 나서 짝녀가 알게 됐는데 어떻게 함?,짝사랑 하는 애가 내가 좋아하는 거 알아버렸는데 어떻게 해,1
짝녀가 저한테 관심이 없는 것 같은데도 계속 연락해도 될까요.,짝녀가 저한테 관심이 없는 것 같은데도 계속 연락해도 될까요.,1
사랑이 뭐가 대수라고,사랑이 뭐 대순가,1
짝사랑 하면 무슨 기분인지 알긴 해요?,짝사랑 하면 무슨 기분인지 알긴 해요?,1
내가 그리운만큼 그대도 그리운가,내가 더 좋아하는 것,0
누군가를 좋아해본 적이 없는데 문제가 있는걸까?,누군가를 좋아해본 적이 없는데 문제가 있는걸까?,1
피부가 푸석하다,피부가 푸석푸석해,1
장기간 연애,재회 어떻하죠?,0
사실 관계 7년을 정리했습니다.,사진첩,0
나 머리가 나뿐 것 같아,나 머리 나쁜 듯,1
아무 생각 없이 쉬고 싶다,쉬는 날에는 쉬고 싶다,1
나는 친구가 없어,진짜 친구가 없는 거 같애,1
만난지 100일 됐는데 여행가재,100일 기념 여행가재,1
만난지 이틀만에 고백받았어,만난지 이틀만에 그 사람한테 고백받았어,1
오늘 얼굴보고 확실히 헤어졌어,오늘 카톡방 나왔어 슬슬 정리하나봐,0
아직도 널 감싸는 내가 싫다.,아직도 잊지 못하는 사람,0
남자친구가 너무 귀찮아해.,남자친구가 너무 게을러.,1
화장도 못하고 전남친 만남,노메이크업인데 전남친 만남,1
환승이별 당했습니다 ㅎㅎㅎ,환승했다는 소식을 알게되었음,1
짝남있던 단톡방에 술 마시고 실수했어.,짝남있던 단톡방에 술 마시고 실수했어.,1
짝녀와 자연스럽게 친해질 수 있는 방법 좀.,짝녀와 자연스럽게 친해질 수 있는 방법 좀.,1
이해를 못하겠어?,말을 이해를 못해?,1
그런 친구 아니었는데 너무 귀찮게 하네,친구가 귀찮게해,1
보통 썸이면 밀당해?,썸이면 보통 밀당하나?,1
사랑해 보고 싶어,사랑하고 그리워,1
썸이 딱 좋은 것 같아. 연애 싫음.,썸이 딱 좋은 것 같아. 연애 싫음.,1
스타트업에 가도 될까?,스타트업에 취직해도 될까?,1
나는 못났는데 인기있는 남자에게 연락해도될까?,나랑 다른 애들 자꾸 엮는 애가 있는데 얘 나한테 관심있나?,0
새 집으로 이사 가기로 했어,새 집 가기로 했어,1
누가 더 사랑할까?,누가 더 사랑할까?,1
미치겠습니다,미친 사랑을 했습니다.,0
아직도 힘들지만.,아침에 눈 뜨는게 힘들어,0
사랑보다 조건을 보고 결혼해야할까?,조건 조으면 결혼해야 할까?,1
짝남에게 같이 옷보러가자고 해도 될까?,짝남에게 같이 옷보러가자고 해도 될까?,1
할줄 아는거 ,뭐 할줄 알아,1
썸 타는 사이인데 너무 간섭이 심해.,썸 타는 사이인데 너무 간섭이 심해.,1
친구랑 말다툼했어,친구랑 싸웠어,1
괜찮은 사람인지 어떻게 알 수 있을까?,괜찮은 거 같은데 아니면 어쩌지,1
미련덩어리 프사 모음,미련으로 붙잡아선 안되겠죠,0
짝녀가 나를 떠보는 걸까.,짝녀가 나를 떠보는 걸까.,1
소개팅 해주고 욕먹음,친구한테 소개해주고 욕만 먹었어,1
막말해서 상처줬어,생각없이 상처줬어,1
싸우고 시간을 갖자하면 보통 며칠 만에 연락해?,싸우고나서 보통 며칠 만에 연락해?,1
헤어진지 3달만에 새로운 남자가 생긴 그녀.,헤어진지 3주째,0
이게 뭐지,이러고있는게 잘하고있는건지.,0
마음을 들켰나봐,내 마음을 들켰나봐,1
왜 그럴까?,왜 내 블로그를 들어와서 볼까,0
컴퓨터가 대빵 느려졌어,컴퓨터가 느려졌어,1
나 쉽게 보나,나를 너무 쉽게 본 느낌인데,1
첫사랑을 다시 만났어.,첫사랑을 다시 만났어.,1
썸녀 주변에 남자가 많아,주변에 남자가 많아,1
이 행동이 절대 용납이 안돼나.?,이것도 제 미련이겠죠?,0
술병이네,술주정,0
어떤 사람이 춥다고 나만 옷 벗어줌.,어떤 사람이 춥다고 나만 웃옷 벗어줌.,1
화창한 날씨 포근한 햇살 나는.,환승이별 3달째를 앞둬도 힘들다,0
마음도 춥고 날씨도 춥네,마음이 유난히 춥네,1
누락된걸까,나 누락됐나봐,1
내 여잘 건드린 놈,내일로 꼭 헤어진지 1년째네,0
바쁘게 사는게 나쁘지는 않네,받아들여야지,0
헤어진지 1달째 됐습니다.,헤어진지 2달.,0
짝녀가 우리 과에서 제일 인기가 많은 듯.,짝녀가 우리 과에서 제일 인기가 많은 듯.,1
첫사랑이렇게 힘드네,초코렛이나 꺼내 먹어야지,0
잠 들기가 힘드네,잠들기가 어려워,1
내 기준 괜찮은 사람 발견했는데 남친 있는지 물어봐도 돼?,내가 그사람한테 필요했으면 좋겠어,0
나를 진심으로 좋아해주는 사람이 생겼으면 소원이 없겠어.,나를 좋아해주는 사람이 있으면 소원이 없겠어.,1
전화해야 되나,전화할까 말까,1
이젠 어쩌죠.,이젠 정말 끝이겟죠?,0
택시 타야겠다.,그냥 택시 타야지.,1
동호회 나가야 하나,동호회 나가기 귀찮아,1
좋아하는 사람 생각으로 아무것도 집중을 못하겠어.,그 사람 생각으로 집중을 못하겠어.,1
1년을 넘게 만났는데 어떻게 이럽니까,1년이 지났어도,0
이별 후 어떻게 될까,"이별 후 후회, 아쉬움",0
오늘 꿈에는 짝남이 나왔으면.,오늘 꿈에는 짝남이 나왔으면.,1
가족이 누구야?,가족 있어?,1
짝녀가 좋아하는거 눈치 1도 못챔.,짝녀가 좋아하는거 눈치 1도 못챔.,1
창문을 열어 놓고 나왔네,창문을 열고 나왔네,1
친구한테 미안하다.,친구한테 마음의 빚이 많아,1
좋아하는 여자한테 표현하는게 옳은 걸까?,좋아하는 여자한테 표현하는게 옳은 걸까?,1
같이 놀러갈 친구가 없어,놀러가고 싶은데 같이 갈 친구가 없어,1
나는 좋아하는 게 뭘까,좋아하는 게 뭔지 모르겠어,1
썸 탈 때 예민한 부분 말해?,썸 탈 때 민감한 문제 말해?,1
바다가 가고 싶어요,바다 놀러가고 싶다,1
빨리 일상속으로 돌아가고픈데.,사람 일 죽으란 법은 없겠지,0
죽어가는.,준비중,0
정리 불가,정리가 안돼,1
이자 왜 이렇게 많지?,대출 이자 왜 이렇게 많이 나오지?,1
자신감 업되는 비결 좀,자신감을 갖고 싶어,1
썸남이 여사친 만나러 간대.,썸남이 다른 여사친 만나러 간대.,1
그녀는 이별했지만 전 아직 슬픈진행중,그녀를 만났던 카페에서 탈퇴했어,0
드론 조종사 자격증 따면 재밌을 거 같아,드론 자격증 딸까?,1
"보고싶다, 목소리라도 듣고싶어",보고 싶어 전 남자친구가 너무,1
휴대폰 중독인 것같아,핸드폰 중독인듯,1
사랑 없는 삶은 불행할까?,사랑하는 사람 없으면 불행할까?,1
연애 상담 가능?,연애 상담 해줄래?,1
평가원 시험 잘 봐야 할텐데,평가원 잘 보고 싶다,1
